Timestamp,Street,Direction,Speed (KM/Hr),DeviceId
2026-06-28T16:16:04.213Z,Ferry Street,E,39,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:16:07.849Z,Ferry Street,W,42,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:16:14.365Z,Ferry Street,W,49,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:16:20.865Z,Ferry Street,E,47,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:16:32.897Z,Ferry Street,W,42,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:16:45.763Z,Ferry Street,W,40,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:17:13.577Z,Ferry Street,E,50,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:25:08.089Z,Stanley Ave (South),N,51,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:25:12.841Z,Stanley Ave (South),N,44,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:25:18.783Z,Stanley Ave (South),N,42,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:25:26.015Z,Stanley Ave (South),N,46,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:25:29.582Z,Stanley Ave (South),N,44,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:25:34.515Z,Stanley Ave (South),N,43,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:25:40.887Z,Stanley Ave (South),N,35,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:25:45.947Z,Stanley Ave (South),N,44,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:26:00.097Z,Stanley Ave (South),S,47,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:26:06.593Z,Stanley Ave (South),S,53,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:26:10.331Z,Stanley Ave (South),S,46,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:26:14.896Z,Stanley Ave (South),S,48,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:26:23.740Z,Stanley Ave (South),N,53,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:26:36.510Z,Stanley Ave (South),N,59,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:26:42.606Z,Stanley Ave (South),N,53,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:26:46.044Z,Stanley Ave (South),N,54,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:26:51.393Z,Stanley Ave (South),N,45,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:27:04.792Z,Stanley Ave (South),N,54,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:27:10.587Z,Stanley Ave (South),S,48,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:27:14.992Z,Stanley Ave (South),N,51,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:27:22.791Z,Stanley Ave (South),N,43,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:27:43.738Z,Stanley Ave (South),N,49,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:28:08.038Z,Stanley Ave (South),S,52,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:28:13.785Z,Stanley Ave (South),S,54,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:28:20.732Z,Stanley Ave (South),N,55,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:28:24.915Z,Stanley Ave (South),N,57,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:28:29.818Z,Stanley Ave (South),N,55,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:28:37.970Z,Stanley Ave (South),N,50,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:28:42.335Z,Stanley Ave (South),N,43,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:28:48.935Z,Stanley Ave (South),N,47,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:28:56.985Z,Stanley Ave (South),N,49,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:29:16.799Z,Stanley Ave (South),S,52,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:29:24.567Z,Stanley Ave (South),N,45,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:29:31.766Z,Stanley Ave (South),S,52,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:29:35.362Z,Stanley Ave (South),S,50,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:29:39.864Z,Stanley Ave (South),S,49,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:29:44.482Z,Stanley Ave (South),S,40,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:30:30.278Z,Stanley Ave (South),N,54,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:30:34.190Z,Stanley Ave (South),N,53,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:30:38.406Z,Stanley Ave (South),N,45,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:30:41.289Z,Stanley Ave (South),N,48,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:30:45.024Z,Stanley Ave (South),N,43,06f0c6eb-7dcc-4d41-b318-4d56fa99ba41
2026-06-28T16:38:11.112Z,Stanley Ave (North),N,57,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:38:17.617Z,Stanley Ave (North),N,46,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:38:27.040Z,Stanley Ave (North),S,46,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:38:31.486Z,Stanley Ave (North),N,60,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:38:38.165Z,Stanley Ave (North),S,42,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:38:53.171Z,Stanley Ave (North),N,53,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:38:59.065Z,Stanley Ave (North),N,53,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:39:13.251Z,Stanley Ave (North),N,74,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:39:28.391Z,Stanley Ave (North),N,50,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:39:32.513Z,Stanley Ave (North),N,46,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:39:36.566Z,Stanley Ave (North),N,48,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:39:40.501Z,Stanley Ave (North),N,47,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:39:49.882Z,Stanley Ave (North),S,50,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:40:00.643Z,Stanley Ave (North),N,55,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:40:04.831Z,Stanley Ave (North),S,39,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:40:09.347Z,Stanley Ave (North),S,39,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:40:13.612Z,Stanley Ave (North),S,39,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:40:22.363Z,Stanley Ave (North),N,60,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:40:31.507Z,Stanley Ave (North),N,57,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:40:45.280Z,Stanley Ave (North),N,52,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:40:49.239Z,Stanley Ave (North),S,44,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:40:53.396Z,Stanley Ave (North),N,53,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:40:58.578Z,Stanley Ave (North),N,47,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:41:02.679Z,Stanley Ave (North),N,44,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:41:06.624Z,Stanley Ave (North),N,49,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:41:15.954Z,Stanley Ave (North),N,55,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:41:21.877Z,Stanley Ave (North),N,33,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:41:28.695Z,Stanley Ave (North),N,46,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:41:38.239Z,Stanley Ave (North),N,64,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:41:46.454Z,Stanley Ave (North),S,54,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:41:51.524Z,Stanley Ave (North),S,48,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:41:56.923Z,Stanley Ave (North),S,45,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:42:02.161Z,Stanley Ave (North),S,42,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:42:09.690Z,Stanley Ave (North),S,54,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:42:13.219Z,Stanley Ave (North),S,54,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:42:17.127Z,Stanley Ave (North),S,57,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:42:28.685Z,Stanley Ave (North),S,47,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:42:32.424Z,Stanley Ave (North),S,50,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:42:36.923Z,Stanley Ave (North),S,50,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:42:43.967Z,Stanley Ave (North),N,53,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:42:48.137Z,Stanley Ave (North),N,54,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:42:51.953Z,Stanley Ave (North),N,49,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:42:56.370Z,Stanley Ave (North),N,48,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:43:01.106Z,Stanley Ave (North),N,42,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:43:26.923Z,Stanley Ave (North),N,55,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:43:31.421Z,Stanley Ave (North),N,54,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:43:39.555Z,Stanley Ave (North),S,47,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:43:44.337Z,Stanley Ave (North),S,46,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:43:51.589Z,Stanley Ave (North),S,49,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:43:56.639Z,Stanley Ave (North),N,54,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:44:08.908Z,Stanley Ave (North),N,50,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:44:14.787Z,Stanley Ave (North),S,48,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:44:24.739Z,Stanley Ave (North),S,48,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:44:29.186Z,Stanley Ave (North),N,50,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:44:32.487Z,Stanley Ave (North),N,51,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:44:36.268Z,Stanley Ave (North),N,51,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:44:40.599Z,Stanley Ave (North),N,48,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:44:44.669Z,Stanley Ave (North),N,46,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:44:48.332Z,Stanley Ave (North),N,47,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:44:52.502Z,Stanley Ave (North),N,46,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:44:57.501Z,Stanley Ave (North),N,54,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:45:11.168Z,Stanley Ave (North),S,50,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:45:16.685Z,Stanley Ave (North),S,50,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:45:33.800Z,Stanley Ave (North),N,45,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:45:37.849Z,Stanley Ave (North),N,44,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:45:50.533Z,Stanley Ave (North),N,57,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:45:55.383Z,Stanley Ave (North),S,50,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:46:02.297Z,Stanley Ave (North),S,42,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:46:09.333Z,Stanley Ave (North),S,50,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:46:17.081Z,Stanley Ave (North),S,53,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:46:22.148Z,Stanley Ave (North),N,46,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:46:26.447Z,Stanley Ave (North),N,39,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:46:30.131Z,Stanley Ave (North),N,42,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:46:34.445Z,Stanley Ave (North),N,41,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:46:42.322Z,Stanley Ave (North),N,46,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:46:49.963Z,Stanley Ave (North),N,59,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:46:58.158Z,Stanley Ave (North),N,38,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:47:02.496Z,Stanley Ave (North),N,53,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:47:07.630Z,Stanley Ave (North),N,48,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:47:20.145Z,Stanley Ave (North),N,61,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:47:28.977Z,Stanley Ave (North),S,51,5d689bc3-6b31-42da-94c7-57d3085b26d9
2026-06-28T16:47:34.544Z,Stanley Ave (North),N,62,5d689bc3-6b31-42da-94c7-57d3085b26d9
